Top100Year,SongTitle,Artist,LyricsStatus,Lyrics,ReleaseYear,Genre
2015,Stitches,Shawn Mendes,True,"I thought that I'd been hurt before
But no one's ever left me quite this sore
Your words cut deeper than a knife
Now I need someone to breathe me back to life
Got a feeling that I'm going under
But I know that I'll make it out alive
If I quit calling you my lover
Move on
You watch me bleed until I can't breathe
Shaking, falling onto my knees
And now that I'm without your kisses
I'll be needing stitches
Tripping over myself
Aching, begging you to come help
And now that I'm without your kisses
I'll be needing stitches
Just like a moth drawn to a flame
Oh, you lured me in, I couldn't sense the pain
Your bitter heart, cold to the touch
Now I'm gonna reap what I sow
I'm left seeing red on my own
Got a feeling that I'm going under
But I know that I'll make it out alive
If I quit calling you my lover
Move on
You watch me bleed until I can't breathe
Shaking, falling onto my knees
And now that I'm without your kisses
I'll be needing stitches
Tripping over myself
Aching, begging you to come help
And now that I'm without your kisses
I'll be needing stitches
Needle and the thread, gotta get you outta my head
Needle and the thread, gonna wind up dead
Needle and the thread, gotta get you outta my head
Needle and the thread, gonna wind up dead (gonna wind up dead)
Needle and the thread, gotta get you outta my head (gotta get you outta my head)
Needle and the thread, gonna wind up dead (wind up dead)
Needle and the thread, gotta get you outta my head, get you outta my head
You watch me bleed until I can't breathe
Shaking, falling onto my knees (falling on my knees)
And now that I'm without your kisses (without you)
I'll be needing stitches (and I'll be needing stitches)
Tripping over myself
Aching, begging you to come help (begging baby, please)
And now that I'm without your kisses
I'll be needing stitches
And now that I'm without your kisses
I'll be needing stitches
And now that I'm without your kisses
I'll be needing stitches",2015,"R&B/Soul, Pop"
2015,The Matrimony,Wale Featuring Usher,True,"Couldn't make you wait forever, for forever
This is forever
I gotchu
If there's a question of my heart, you've got it
It don't belong to anyone but you
If there's a question of my love, you've got it
Baby don't worry, I've got plans for you
Baby, I've been making plans, oh love
Baby, I've been making plans for you
Baby, I've been making plans
Baby, I've been making plans for you
I'll admit it, all be it pathetic
That I'm in my late 20s still never been to a wedding
Guess the idea of that lobby empty, do not sit with me well
It's not your fault they try get me, cause I'ma need the sales
Cause I'm selfish, and I need you to myself
Tryna see you afloat but don't wanna see you on sale
Cause I failed and see you bout to cry
Cause when I enter they city they leave without they pride
I'm sorry, and you starin' at my comments
Fearin' it's gone always be you sharin' me with all them
Wrong, how dare I say ignore them
Preparing for that day, I leave you here and switch you for them
It's hard, you know temptation and all
Bitches out here tryna see if my relationship's strong
Get a place in the charts or runaway from your heart
Gave this music my all, nothing is sacred no more I'm wrong
But I'm promisin' you better though
And your friends sayin' let him go
And we ain't gettin' any younger
I can give up now but I can promise you forever though
If there's a question of my heart, you've got it
It don't belong to anyone but you
If there's a question of my love, you've got it
Baby don't worry, I've got plans for you
Baby, I've been making plans, oh love
Baby, I've been making plans for you
Baby, I've been making plans
Baby, I've been making plans for you
I'll admit it, let me be hypothetic
The day I find a woman I prolly be scared to share it
The idea of me finding love would run somebody off
And true my wall could use some plaques but still I gotta floss
Brush you off, see I'm kinda lost
Now I'm up in the club with a couple of Move Ons
And dark, good nigga troubled heart
Went from fallin' in love to drunk and fallin' apart
This is hard, tryna find some time to move on
Cause when we lost our baby, I got shady shit got too dark
Soft, and I thank you baby, you strong
My ex before you married to, you solo I say so long
Nah, good terms how that ended
But it surely put a dent on how I worry about this business
Off white picket fences, on flights with the children
On site stealin' kisses on off nights my intentions but
But I plan to do it better though
But you still sayin' let it go
We ain't gettin' any younger
Women love me now but in your eyes we forever though
If there's a question of my heart, you've got it
It don't belong to anyone but you
If there's a question of my love, you've got it
Baby don't worry, I've got plans for you
Baby, I've been making plans, oh love
Baby, I've been making plans for you
Baby, I've been making plans
Baby, I've been making plans for you
We ain't nothin' but some planets",2015,"R&B/Soul, Hip-Hop/Rap"
2015,Planez,Jeremih Featuring J. Cole,False,,2015,"R&B/Soul, Hip-Hop/Rap"
2015,Crushin' It,Brad Paisley,False,,2015,"R&B/Soul, Hip-Hop/Rap"
2015,Ghost Town,Adam Lambert,True,"Died last night in my dreams
Walking the streets
Of some old ghost town
I tried to believe
In God and James Dean
But Hollywood sold out
Saw all of the saints
Lock up the gates
I could not enter
Walked into the flames
Called out your name
But there was no answer
And now I know my heart is a ghost town
My heart is a ghost town
My heart is a ghost town
My heart is a ghost town
Died last night in my dreams
All the machines
Had been disconnected
Time was thrown at the wind
And all of my friends
Had been disaffected
Now, I'm searching for trust
In a city of rust
A city of vampires
Tonight, Elvis is dead
And everyone's spread
And love is a satire
And now I know my heart is a ghost town
My heart is a ghost town
Ooh, my heart is a ghost town
My heart is a ghost town
There's no one left in the world
I'm gunslingin'
Don't give a fuck if I go
Down, down, down
I got a voice in my head that keeps singing
Oh, my heart is a ghost town
Ooh, my heart is a ghost town
Oh, my heart is a ghost town
My heart is a ghost town
My heart is a ghost town",2015,"House music, Eurodance, Dance/Electronic, Pop"
2015,Renegades,X Ambassadors,True,"Run away-ay with me
Lost souls in revelry
Running wild and running free
Two kids, you and me
And I say
Hey, hey-hey-hey
Livin' like we're renegades
Hey-hey-hey
Hey-hey-hey
Livin' like we're renegades
Renegades
Renegades
Long live the pioneers
Rebels and mutineers
Go forth and have no fear
Come close and lend an ear
And I say
Hey, hey-hey-hey
Livin' like we're renegades
Hey-hey-hey
Hey-hey-hey
Livin' like we're renegades
Renegades
Renegades
All hail the underdogs
All hail the new kids
All hail the outlaws
Spielbergs and Kubricks
It's our time to make a move
It's our time to make amends
It's our time to break the rules
Let's begin
And I say
Hey, hey-hey-hey
Livin' like we're renegades
Hey-hey-hey
Hey-hey-hey
Livin' like we're renegades
Renegades
Renegades",2015,"Alternative rock, Children's Music, Electropop, Electronic rock, Alternative/Indie"
2015,Smoke,A Thousand Horses,True,"She comes rolling right off the tip of my tongue so easy
She'll be the first damn thing alone when I start drinking
I'm breathing her in, breathing her out, once I pick her up I can't put her down
She's smoke
I put her in nice and slow
She's a habit and I can't let go
Blowing rings around my heart
The one she stole
Watching her sway and go
It's killing me and I know
Can't stop her once you start
She's smoke
She'll go floating around like a downtown ballroom gypsy
She goes great with ice cold beer or a shot of whiskey
Put one in my hand, her on my lips
Man, that's as good as it gets
She's smoke
I put her in nice and slow
She's a habit and I can't let go
Blowing rings around my heart
The one she stole
Watching her sway and go
It's killing me and I know
Can't stop her once you start
She's smoke
When the night burns out
And we all go home
Smell of sweet perfume
All over your clothes
Like smoke, ooh, ooh
Like smoke ooh, ooh
She's smoke
I put her in nice and slow
She's a habit and I can't let go
Blowing rings around my heart
The one she stole
Watching her sway and go
It's killing me and I know
Can't stop her once you start
She's smoke
She's smoke
When the night burns out
And we all go home
The smell of sweet perfume
All over your clothes
She's smoke, ooh, ooh
She's smoke, ooh, ooh",2015,"Alternative rock, Children's Music, Electropop, Electronic rock, Alternative/Indie"
2015,Kiss You In The Morning,Michael Ray,True,"Them jeans are faded
In all the right places
You got me hanging on tight to your curves like little E-Races
Girl, your funky little backbeat's got me
Feel like I'm tipsy and I ain't even had a drink
I wanna kiss you in the parking lot
Under the moonlight
Kiss you running red lights
Baby, set the mood right, just like
Everything you're doing to me right now is making me crazy
I wanna kiss you on the dance floor
Kiss you like a let's go, come on
Baby let me hear you say oh, oh
I wanna kiss you with the neon light in your eyes glowing
Then I wanna kiss you in the morning (yeah)
Yeah, I wanna kiss you in the morning
Oh, you little outlaw
Stealing my heart and all
When you drop it down low, touch your toes
Girl, you know you just showing off
That little tattoo on your tan line, oh my
Pretty little butterfly
What else have you got to hide?
I wanna kiss you in the parking lot
Under the moonlight
Kiss you running red lights
Baby, set the mood right, just like
Everything you're doing to me right now is making me crazy
I wanna kiss you on the dance floor
Kiss you like a let's go, come on
Baby, let me hear you say oh, oh
I wanna kiss you with the neon light in your eyes glowing
Then I wanna kiss you in the morning
Yeah, I wanna kiss you in the morning
I wanna kiss you in the parking lot
Under the moonlight
Kiss you running red lights
Baby, set the mood right, just like
Everything you're doing to me right now is making me crazy
I wanna kiss you on the dance floor
Kiss you like a let's go, come on
Baby, let me hear you say oh, oh
I wanna kiss you with the neon light in your eyes glowing
Then I wanna kiss you in the morning
I wanna kiss you in the morning, morning
Yeah, I wanna kiss you in the morning",2015,"Alternative rock, Children's Music, Electropop, Electronic rock, Alternative/Indie"
2015,Lay Me Down,Sam Smith,True,"Yes I do, I believe
That one day I will be, where I was
Right there, right next to you
And it's hard, the days just seem so dark
The moon, the stars, are nothing without you
Your touch, your skin, where do I begin?
No words can explain, the way I'm missing you
The night, this emptiness
This hole that I'm inside
These tears, they tell their own story
You told me not to cry when you were gone
But the feeling's overwhelming
It's much too strong
Can I lay by your side, next to you, you
And make sure you're alright
I'll take care of you
And I don't want to be here if
I can't be with you tonight
I'm reaching out to you
Can you hear my call?
(Who's to say you won't hear me?)
This hurt that I've been through
I'm missing you, missing you like crazy
You told me not to cry when you were gone
But the feeling's overwhelming
It's much too strong
Can I lay by your side, next to you, you
And make sure you're alright
I'll take care of you
And I don't wanna be here if
I can't be with you tonight
Lay me down tonight, lay me by your side
Lay me down tonight, lay me by your side
Can I lay by your side, next to you, you-ou
And make sure you're alright
I'll take care of you
And I don't wanna be here if
I can't be with you tonight",2014,"Soul music, Contemporary R&B, Pop"
2015,I Need Your Love,"Shaggy Featuring Mohombi, Faydee, Costi",False,,2014,"Soul music, Contemporary R&B, Pop"
2015,Energy,Drake,True,"Lickwood means ""rewind"" and gunshot means ""forward""
You requested it, so we rewind
Yeah, way, way, way up
Turn it all up, yeah, look
I got enemies, got a lot of enemies
Got a lot of people tryna drain me of my energy
They tryna take the wave from a nigga
Fuckin' with the kid and pray for your nigga
I got girls in real life tryna fuck up my day
Fuck goin' online, that ain't part of my day
I got real shit poppin' with my family too
I got niggas that can never leave Canada too
I got two mortgages, thirty million in total
I got niggas that'll still try fuckin' me over
I got rap niggas that I gotta act like I like
But my actin' days are over, fuck them niggas for life, yeah
I got enemies, got a lot of enemies
Got a lot of people tryna drain me of this energy
They tryna take the wave from a nigga
Fuckin' with the kid and pray for your nigga
I got people talkin' down, man, like I give a fuck
I bought this one a purse, I bought this one a truck
I bought this one a house, I bought this one a mall
I keep buyin' shit, just make sure you keep track of it all
I got bitches askin' me about the code for the Wi-Fi
So they can talk about they timeline
And show me pictures of they friends
Just to tell me they ain't really friends
Ex-girl, she the female version of me
I got strippers in my life, but they virgins to me
I hear everybody talkin' 'bout what they gon' be
I got high hopes for you niggas, we gon' see
I got money in the courts 'til all my niggas are free
'Bout to call your ass a Uber, I got somewhere to be
I hear fairy tales 'bout how they gon' run up on me
Well, run up when you see me, then, and we gon' see
I got enemies, got a lot of enemies
Got a lot of people tryna drain me of this energy
They tryna take the wave from a nigga
Fuckin' with the kid and pray for your nigga
Nah, fuck all of you niggas, I ain't finished
Y'all don't wanna hear me say it's a go
Y'all don't wanna see Win Win, 50 or Whoa
I got real ones livin' past Kennedy Road
I got real ones wit' me everywhere that I go
I'm tryna tell ya I got enemies, got a lot of enemies
Every time I see 'em, somethin' wrong with their memory
Tryna take it away from a nigga
So tired of savin' all these niggas, mayne
(Yeah, run 'em)
I got enemies, got a lot of enemies
Got a lot of people tryna drain me of this energy
They tryna take the wave from a nigga
Fuckin' with the kid and pray for your nigga
(I'm off this)",2014,"Soul music, Contemporary R&B, Pop"
2015,Young & Crazy,Frankie Ballard,True,"One day, I'll slow it way down
Spend my weekends in a swing out on the wrap-around
Oh but these days, I'm on a mission
To get these wild oats out of my system
Yeah I might stay out all night
I gotta do a little wrong so I know what's right
I wanna sit out on the porch telling stories bout my glory days
When I'm pushing eighty
How am I ever gonna get to be old and wise
If I ain't ever young and crazy?
Now I might have to kiss, no tellin' how many lips
Before I ever really figure out what love is
Go through some heartbreaks, wake up with headaches
Don't learn nothin' til you make a lot of mistakes
How will I know where to draw the line
If don't cross it a few hundred times
I wanna sit out on the porch telling stories bout my glory days
When I'm pushing eighty
How am I ever gonna get to be old and wise
If I ain't ever young and crazy?
Yeah I'm gonna stay out all night
I'm gonna do a little wrong so I know what's right
I gotta live a lot of life if I'm gonna give good advice
When I'm talking to my grand-babies
How am I ever gonna get to be old and wise
If I ain't ever young and crazy?
Yeah, I wanna sit out on the porch
Telling stories bout my glory days
When I'm pushing eighty
How am I ever gonna get to be old and wise
If I ain't ever young and crazy?
If I ain't ever young and crazy?
Young and crazy (young)
Young, young and crazy
Young and crazy",2014,"Soul music, Contemporary R&B, Pop"
2015,Pretty Girls,Britney Spears & Iggy Azalea,True,"All around the world, pretty girls
Wipe the floor with all the boys
Pour the drinks, bring the noise
(It's Iggy-Iggs!)
We're just so pretty!
All around the world, pretty girls
Jump the line, to the front
Do what we like, get what we want
(Where you at, Brit?)
We're just so pretty!
Hey, don't you know that it's always the same?
From Australia 'round to LA
You can betcha', wherever the girls go, boys follow
We be keeping them up on their toes
They can laugh, but they don't get the jokes
Just you watch, they're so predictable
(Some things don't change...)
Windows roll down
(Eyes on us)
Jaws on the ground
(Watch them go)
It's just so funny
(Like bees to the honey!)
All around the world, pretty girls
Wipe the floor with all the boys
Pour the drinks, bring the noise
We're just so pretty!
All around the world, pretty girls
Jump the line, to the front
Do what we like, get what we want
We're just so pretty!
Tell me, is it true that these men are from Mars?
Is that why they be acting bizarre?
Every time I walk out of my house it's like, ""Hey, baby!""
They don't see me rolling my eyes
They buzzing around me like flies
They got one thing on their minds
(Some things don't change...)
Windows roll down
(Eyes on us)
Jaws on the ground
(Watch them go)
It's just so funny
(Like bees to the honey!)
All around the world, pretty girls
Wipe the floor with all the boys
Pour the drinks, bring the noise
We're just so pretty!
All around the world, pretty girls
Jump the line, to the front
Do what we like, get what we want
We're just so pretty!
If you ask me, I'm killing them softly
I would spend time with you but that'd cost me
They pray that Iggy-Iggy give 'em one more chance
But busy Iggy wouldn't even give 'em one more glance
See, enter in line between the beauty and a beast
Slim waist, thick cake, the whole world want a piece
Bad girl, good (ooh) would make you lose your mind
All of the boys begging Britney, hit 'em one more time
Iggs
All around the world, pretty girls
Wipe the floor with all the boys
Pour the drinks, bring the noise
We're just so pretty!
All around the world, pretty girls
Jump the line, to the front
Do what we like, get what we want
We're just so pretty!",2015,"Soul music, Contemporary R&B, Pop"
2015,Hell Of A Night,Dustin Lynch,True,"All we need is a July hot Saturday night
A couple cans all cool and the needle on full and a countryside
Yeah, a hot little playlist, of your favorite songs
When I get you climbing up in the cab of this truck
Yeah, you know it's on, know it's on
Show you a side of these two lanes you've never seen
Heating it up behind a high beam
Ooh, baby you and me, just a-running down crazy
Flying high, living careless, on the edge of wild and reckless
Hold on tight, I'm 'bout to show you one hell of a night
So, give me that, ""Aw, yeah, "" and take me there, look
I'm a sucker for your kiss, wanna steal 'em from your lips, baby, like a truck
A foot heavy on the floorboard, everywhere we go
I'm talking once in a lifetime, blowing your mind
Burning down these back roads
Show you a side of these two lanes you've never seen
Heating it up behind a high beam
Ooh, baby, you and me, just a-running down crazy
Flying high, living careless, on the edge of wild and reckless
Hold on tight, I'm 'bout to show you one hell of a night
So give me that, ""Aw, yeah, "" and I'll give you that all night
Girl, give me that ""Let's go, "" and I'll give you that good good time
Show you a side of these two lanes you've never seen
Heating it up behind a high beam
Ooh, baby you and me, just a-running down crazy
Flying high, living careless, on the edge of wild and reckless
Hold on tight, I'm 'bout to show you one hell of a night
Yeah, a once in a lifetime night
Ooh, girl, looking down the ride of one hell of a night
I'm 'bout to show you one hell of a night",2014,"Soul music, Contemporary R&B, Pop"
2015,El Perdon (Forgiveness),Nicky Jam & Enrique Iglesias,False,,2014,"Soul music, Contemporary R&B, Pop"
2015,B**** I'm Madonna,Madonna Featuring Nicki Minaj,True,"bit, bit, bit, bit, bit, bit, bit, bit, bit
(Ooh, ooh) bit, bit, bit, bit, bit, bit, bit, bit, bit
(You're gonna love this) bit, bit, bit, bit
(Ooh, ooh), bit, bit, bit, bit, bit
(You can't touch this) bit, bit, bit, bit
(Ooh, ooh), bit, bit, bit, bit, bit
('Cause I'm a bad bitch) bit, bit, bit, bit, bit
Bitch, I'm Madonna
Bitch, I'm Madonna
Bit, bit, bit, bit, bit, bit, bit, bit, bi-bi-bi-bi-b-b-b-b
Bitch, I'm Madonna
Bitch, I'm Madonna
Bit, bit, bit, bit, bit, bit, bit, bit, bit
Bit, bit, bit, bit, bitch, I'm Madonna
Bit, bit, bit, bit, bit, bit, bit, bit, bit
Bit, bit, bit, bit, bitch, I'm Madonna
We go hard or we go home
We gon' do this all night long
We get freaky if you want
Na-na-na-na-na
We go hard or we go home
We gon' do this all night long
We get freaky if you want
Bitch, I'm Madonna
Hold up, with my nose up, and that rose up in that thing-a
I'm froze up with my stove up 'cause he eating like it's his dinner
I run shit, I don't fall back 'cause I'm on track, I'm a sprinter
I'm bossed up, I got 'em awestruck, it's not a toss-up, I'm the winner
Beep-beep, bitch move, 'fore I bang-bang with that Uzi
That's Miu Miu on my shoes, ain't got a thing left for me to prove (uh)
It's that bottle service all night, it's that pop and urban just right
It's that ""go hard or go home"" zone, bitch
I'm Madonna, these hoes know
Bitch, I'm Madonna
Bit, bit, bit, bit, bit, bit, bit, bit, bit, bit
Bit, bit, bit, bitch, I'm Madonna
Bit, bit, bit, bit, bit, bit, bit, bit, bit, bit
Bit, bit, bit, bitch, I'm Madonna
Bit, bit, bit, bit, bit, bit, bit, bit, bit, bit
Bit, bit, bit, bitch, I'm Madonna
Bit, bit, bit, bit, bit, bit, bit, bit, bit, bit
Bit, bit, bit, bitch, I'm Madonna
Bit, bit, bit, bit, bit, bit, bit, bit
Bit, bit, bit, bit, bit, bit, bit, bit, bitch, I'm Madonna",2015,"Pop, German Pop, UK R&B"
2015,"John Cougar, John Deere, John 3:16",Keith Urban,True,"I'm a 45 spinning on an old Victrola
I'm a two strike swinger, I'm a Pepsi Cola
I'm a blue jean quarterback saying ""I love you"" to the prom queen
In a Chevy
I'm John Wayne, Superman, California
I'm a Kris Kristofferson Sunday morning
I'm a mama and daddy singing along to Don McLean
At the levee
And I'm a child of a backseat freedom, baptized by rock and roll
Marilyn Monroe and the Garden of Eden, never grow up, never grow old
Just another rebel in the great wide open, on the boulevard of broken dreams
And I learned everything I needed to know from John Cougar, John Deere, John 3:16
Hey, hey
Everything I needed
That's right
I'm Mark Twain on the Mississippi
I'm Hemingway with a shot of whiskey
I'm a TV dinner on a tray trying to figure out the Wheel of Fortune
I'm a Texaco star, I'm a Gibson guitar
I'm still a teenage kid trying to go too far
I'm a jukebox waiting in a neon bar for a quarter
I'm a child of a backseat freedom, baptized by rock and roll
Marilyn Monroe and the Garden of Eden, never grow up, never grow old
Just another rebel in the great wide open, on the boulevard of broken dreams
And I learned everything I needed to know from John Cougar, John Deere, John 3:16
Oh, yeah, yeah, oh-oh
I spent a lot of years running from believing
Looking for another way to save my soul
The longer I live, the more I see it, there's only one way home
I'm a child of a backseat freedom, baptized by rock and roll
Marilyn Monroe and the Garden of Eden, never grow up and never grow old, no
Another rebel in the great wide open, on the boulevard of broken dreams
And I learned everything I needed to know from John Cougar, John Deere, John 3:16
Oh, I'm a child of a backseat freedom, baptized by rock and roll (rock and roll)
Marilyn Monroe and the Garden of Eden, never grow up, never grow old (never grow old)
Another rebel in the great wide open, on the boulevard of broken dreams (everything I needed)
And I learned everything I needed to know from John Cougar, John Deere, John 3:16 (3:16)
Everything I needed
John Cougar, John Deere, John 3:16
Everything I needed
(John Cougar, John Deere, John 3:16)
That's right",2016,"Pop, German Pop, UK R&B"
2015,Know Yourself,Drake,True,"Hol' it yute, hol' it, hol' it, hol' it, hol' it, hol' it
No sleepin' in the streets
Shaky warrior
Yeah, this that Oliver, 40, Niko shit man
15 Fort York shit, y'know?
Boi-1da, what's poppin'?
Yeah, yeah
Runnin' through the 6 with my woes
Countin' money, you know how it goes
Pray the real live forever, man
Pray the fakes get exposed
I want that Ferrari, then I swerve
I want that Bugatti, just to hurt
I ain't rockin' my jewelry, that's on purpose
Niggas want my spot and don't deserve it
I don't like how serious they take themselves
I've always been me, I guess I know myself
Shakiness, man, I don't have no time for that
My city too turnt up, I'll take the fine for that
This been where you find me at
That's been where you find me at
I know a nigga named Johnny Bling
He put me on to the finer things
Had a job sellin' Girbaud jeans
I had a yellow TechnoMarine
Then Kanye dropped, it was polos and backpacks, man
That was when Ethan was pushin' a Subaru hatchback
Man, I'm talkin' way before hashtags
I was runnin' through the 6 with my woes
(Yeah!)
I was runnin' through the 6 with my woes
You know how that should go
You know how that should go
You know how that should go
Runnin' through the 6 with my woes
You know how that should go
You know how that should go
You know how that should go
Don't fuck with them niggas, they too irrational, woah
This is that nasty flow
Top boy in this shit, I'm so international
Reps up is in here
Got P Reign and Chubby and TJ and Winnie and whoa
Yeah, and you know how that should go
I might declare it a holiday as soon as Baka get back on the road
Yeah, but you know how that should go
They so irrational, they don't wanna patch it up
They wanna mash it up, woah
My nigga Jibba, he whip it, I ride in the passenger
I'm way up, I stay up, I'm two up, I'm three up
I had to get back to you, woah
I'm turnin' into a nigga that thinks about money and women
Like 24/7, that's where my life took me
That's just how shit happened to go
And you know
Runnin' through the 6 with my, with my-
With my
I was running through the 6 with my woes
And you know how that should go
You know how that should go
You know how that should go
Runnin' through the 6 with my woes
You know how that should go
You know how that should go
You know how that should go
Runnin' through the 6 with my woes
You know how that should go
Shell out, all if yuh eye nuh big
Always haffi look out, yuh no know if yuh head book out
Dun know, a de Unruly boss, dis man
No bomboclat, otha
And if a boy nuh like OVO or Chromatic
Yuh can jus suck yuh mada!
With no apology, if you nuh like we, we nuh like you neither youth
Your girl a say we cute, if you diss you will get execute
That's the truth, OVO Unruly
With my woes",2015,"Pop, German Pop, UK R&B"
2015,Marvin Gaye,Charlie Puth Featuring Meghan Trainor,True,"Let's Marvin Gaye and get it on
You got the healin' that I want
Just like they say it in the song
Until the dawn, let's Marvin Gaye and get it on
We got this king-size to ourselves
Don't have to share with no one else
Don't keep your secrets to yourself
It's Kama Sutra show and tell, yeah
Whoa-oh-oh-oh, there's lovin' in your eyes that pulls me closer
(Oh, it pulls me closer)
It's so subtle (it's so subtle), I'm in trouble (I'm in trouble)
But I love to be in trouble with you
Let's Marvin Gaye and get it on
You got the healing that I want
Just like they say it in the song
Until the dawn, let's Marvin Gaye and get it on
You've got to give it up to me
I'm screaming, ""Mercy, mercy, please!""
Just like they say it in the song
Until the dawn, let's Marvin Gaye and get it on
And when you leave me all alone
I'm like a stray without a home
I'm like a dog without a bone
I just want you for my own
I got to have you, babe
Whoa-oh-oh-oh, there's lovin' in your eyes that pulls me closer
(Oh, it pulls me closer)
It's so subtle (it's so subtle), I'm in trouble (I'm in trouble)
But I'd rather be in trouble with you
Let's Marvin Gaye and get it on
Ooh, baby, I got that healing that you want, yeah
Like they say it in the songs
Until the dawn, let's Marvin Gaye and get it on
Let's Marvin Gaye and get it on
You got the healing that I want
Just like they say it in the song
Until the dawn, let's Marvin Gaye and get it on, babe
You've got to give it up to me
I'm screaming, ""Mercy, mercy, please!""
Just like they say it in the song
Until the dawn, let's Marvin Gaye and get it on
Just like they say it in the song
Until the dawn, let's Marvin Gaye and get it on, ooh",2016,"Dance/Electronic, Pop, Hip-Hop/Rap, Christian"
2015,Flashlight,Jessie J,True,"When tomorrow comes
I'll be on my own
Feeling frightened of
The things that I don't know
When tomorrow comes
Tomorrow comes
Tomorrow comes
And though the road is long
I look up to the sky
And in the dark I found,
I lost hope that I won't fly
And I sing along, I sing along
And I sing along
I got all I need when I got you and I
I look around me, and see a sweet life
I'm stuck in the dark but you're my flashlight
You're getting me, getting me through the night
Kick start my heart when you shine it in my eyes
Can't lie, it's a sweet life
I'm stuck in the dark but you're my flashlight
You're getting me, getting me through the night
'Cause you're my flashlight (flashlight)
You're my flashlight (flashlight)
You're my flashlight
I see the shadows long beneath the mountain top
I'm not afraid when the rain won't stop
'Cause you light the way
You light the way, you light the way
I got all I need when I got you and I
I look around me, and see a sweet life
I'm stuck in the dark but you're my flashlight
You're getting me, getting me through the night
Kick start my heart when you shine it in my eyes
I can't lie, it's a sweet life
I'm stuck in the dark but you're my flashlight
You're getting me, getting me through the night
(Light light light you're my flashlight, light, light)
Light light you're my flashlight
Light light light light light, oh
(Light light light you're my flashlight, light, light)
You're my flash, oh
I got all I need when I got you and I
I look around me, and see a sweet life
I'm stuck in the dark but you're my flashlight
You're getting me, getting me through the night
Can't stop my heart when you shinin' in my eyes
I can't lie, it's a sweet life
I'm stuck in the dark but you're my flashlight
(You're my flashlight)
You're getting me, getting me through the night
'Cause you're my flashlight
'Cause you're my flashlight
You're my flashlight
You're my flashlight
Light light
You're my flashlight
Light light ye-yeah
You're my flashlight",2015,"Dance/Electronic, Pop, Hip-Hop/Rap, Christian"
2015,Beautiful Now,Zedd Featuring Jon Bellion,True,"I see what you're wearing, there's nothing beneath it
Forgive me for staring, forgive me for breathing
We might not know why, we might not know how
But, baby, tonight we're beautiful now
We're beautiful now
We're beautiful now
We might not know why, we might not know how
But, baby, tonight we're beautiful now
We'll light up the sky; we'll open the clouds
'Cause, baby, tonight we're beautiful now
We're beautiful
We're beautiful
Wherever it's going, I'm gonna chase it
What's left of this moment, I'm not gonna waste it
Stranded together, our worlds have collided
This won't be forever, so why try to fight it?
We're beautiful now
We're beautiful now
We might not know why, we might not know how
But, baby, tonight we're beautiful now
We'll light up the sky; we'll open the clouds
'Cause, baby, tonight we're beautiful now
We're beautiful
We're beautiful
Let's live tonight like fireflies
And one by one light up the sky
We disappear and pass the crown
We're beautiful; we're beautiful
We're beautiful now
We're beautiful now (Beautiful)
We're beautiful now
We're beautiful now
We're beautiful
We're beautiful; we're beautiful now
We're beautiful now
We're beautiful now
We're beautiful now
We're beautiful now
We're beautiful",2015,"Progressive house, Classical, Alternative/Indie, R&B/Soul, MORE"
