Top100Year,SongTitle,Artist,LyricsStatus,ReleaseYear,Genre,Lyrics,Label
2017,Loyalty.,Kendrick Lamar Featuring Rihanna,True,2017,"Alternative/Indie, Pop",said peeked fired fired fire want tonight get high high high high Girl look good die die Ooh pussy good die fire secret society ask trust (All ask trust got us Loyalty loyalty loyalty Loyalty loyalty loyalty Kung Fu Kenny resume real enough two millenniums better way make wave stop defending meditate moderate wins hanging fence always mind put lyric lifeline line not no limit might shine might grind rolling right time right (Only dollar sign Bad goal RiRi Swerve swerve swerve swerve deeper pulse like EDM Gas bitch like premium Haul ass bitch fast lane bad bitch way cash came established Hundred carats name run atlas natural alright savage asshole king Shimmy-yeah rock tell night meet outside babysit leave outside not no love like one know done long lost hope done came hard slowed Honesty forever real night want said peeked fired fired fire want tonight get high (All want want Loyalty loyalty loyalty Loyalty loyalty loyalty no switching sides Feel something wrong acting shifty not ride no need Loyalty loyalty loyalty Loyalty loyalty loyalty Tell loyal money fame weed drink coming loud pipes rain Big chilling power name Tell loyal love streets lights get dark unconditional 'Rari not start Tell loyalty coming heart Tell loyal start women man end family friends loyal advanced said tell loyal anybody would lie Anybody would slide Anybody would die God said peeked fired fired fire want tonight get high (All want want Loyalty loyalty loyalty Loyalty loyalty loyalty no switching sides Feel something wrong acting shifty not ride no need Loyalty loyalty loyalty Loyalty loyalty loyalty hard humble hard Lord knows trying Lord knows dying baby,Positive
2017,Mask Off,Future,True,2017,"New jack swing, Hip hop soul",Call Hendrix promise swear swear heard spit yo Percocets molly Percocets Percocets molly Percocets Rep set got rep set gang gang Chase check chase never chase bitch (I not chase no bitches Mask fuck mask mask Mask fuck mask mask Percocets molly Percocets Chase check chase never chase bitch (I not chase no bitches Two cups toast gang gang gang food stamps whole another domain ya bottom living proof not compromising half million coupe gang gang Drug houses looking like Peru woad woad woad Graduated overdue (I due Pink molly barely move barely move Ask gone bust move Rick James chains Ocean air cruising Biscayne Top liability big foreign Hit gas boosting adrenaline big foreign Percocets molly Percocets big foreign Percocets molly Percocets big foreign Rep set got rep set gang gang Chase check chase never chase bitch (I not chase no bitches big foreign Mask fuck mask big foreign Mask fuck mask big foreign Percocets molly Percocets big foreign Chase check chase eye yet never chase bitch (I not chase no bitches Four-door Maybach drive anything Buy range make go insane (Oh Lord praise guillotine drank Promethazine drank Prometh') TEC beams go extremes let us go let us got Parliament calamari Wednesday Parlay Vegas attendance let us go let us got business Theodore lenses Theo-dur prescriptions focus missions Intermission whole never take break pull Switch states touch foreign plates not no way not no fucking way call play not come play Rob bank gone rob game gang gang not Percocets molly Percocets big foreign Percocets molly Percocets big foreign Rep set got rep set gang gang Chase check chase never chase bitch (I not chase no bitches big foreign Mask fuck mask big foreign Mask fuck mask big foreign Percocets molly Percocets big foreign Chase check chase eye yet never chase bitch (I not chase no bitches Mask fuck mask Mask fuck mask Mask fuck mask Gas gone never nod (Cold chills prison cells (Oh Lord praise,Negative
2017,Rolex,Ayo & Teo,True,2017,"Hip hop music, Trap music, Hip-Hop/Rap",Rollie Rollie Rollie want Rollie Rollie Rollie dab ranch already got designer hold pants want ice wrist look better dance looking put trance want Rollie Rollie Rollie dab ranch already got designer hold pants want ice wrist look better dance looking put trance Yeah yeah yeah ever wanted Rollie Rollie ever wanted Rollie Rollie Cooler snowman ice chick chick Rollie not ticktock glide Keep staring might go blind moving clean not even try see bands bands spy Yeah way need moolah Tuesday Yeah way looked feel like Fungswae got started got views views popping diamonds going retarded girl deck party want Rollie Rollie Rollie dab ranch dab dab already got designer hold pants want ice wrist look better dance looking put trance want Rollie Rollie Rollie dab ranch dab dab already got designer hold pants want ice wrist look better dance looking put trance Yeah yeah yeah ever wanted Rollie Rollie ever wanted Rollie Rollie (Rollie Rollie) Cooler snowman ice (I cool cool chick chick Blue face Rollie red face Rollie woo woo yeah Purple face Rollie like Teletubbies Baby diamonds wet shining like guppies whoa wet yeah man's hating probably girl love pull mall flexing whoa Jahleele cut got buddies got huffiest Whiteskins got going crazy crazy girl love probably want baby Ice neck cost like five K five K) want girl built like Kim K thick Karate chop bitch like sense Pull 'Rari Bentley want Rollie Rollie Rollie dab ranch dab dab already got designer hold pants want ice wrist look better dance looking put trance want Rollie Rollie Rollie dab ranch already got designer hold pants want ice wrist look better dance looking put trance Yeah yeah yeah ever wanted Rollie Rollie (Rollie Rollie) ever wanted Rollie Rollie (Rollie Rollie) Cooler snowman ice chick chick,Positive
2018,Yes Indeed,Lil Baby & Drake,True,2018,"Country pop, Contemporary R&B, Pop",Yeah Wheezy outta dash digit schedule busy head goodie shorty goodie cousins crazy cousins like Boogie Life amazing ten feel like rookie tell look snowing Tootsie's Booked three years man cannot even book Lil' Baby shit going crazy Wheezy produced Weezy F. made held got Mercedes Young Money Records Army Navy ran ten thousand threw like Brady foreign yellow like Tracee K.D trusted nights never betrayed Met nights sweeter Sadie started took gave favors never repaid worked favor nobody saved Brand new whip got no keys Tailor clothes no starch please Soon nut gone leave Got M's bank like yes indeed Cartier glasses not even peek Yellow Ferrari like Pikachu got waiting watching gone Tryna peep trona steal moves Twenty-five hundred new pair tennis shoes price could make lounging come finish Lawyer charging Jewish like voodoo Real dope boy hundred thousand Evisu Presidential tints slide not see getting money not worried getting money like Drake drop man shit gone go crazy know truth coming straight basement straight street man come pavement million hundreds make go crazy Wah-wah-wah bitch Lil' Baby Brand new whip got no keys Tailor clothes no starch please Soon nut gone leave Got M's bank like yes indeed dawn going way living like supposed hate Brand new whip got no keys Tailor clothes no starch please Soon nut gone leave Got M's bank like yes indeed dawn going way living like supposed hate Wheezy outta,Positive
2018,Mine,Bazzi,True,2018,"Pop music, Contemporary R&B, Pop",Huh yeah nah lily bit much Hennessy got tell feel look fucking precious smile huh yeah Hit back drive wild yeah yeah yeah Girl lose let know mine Hands body not want waste no time Feels like forever even forever's tonight lay waste night away mine cannot look away got say fucking happy alive huh yeah Swear God got say right yeah yeah Girl anything make feel alright Oh oh oh oh let know fine Running circles around mind Even rainy ever shine fire star like Mariah Man feel incredible turn bride mine Hands body not want waste no time Feels like forever even forever's tonight lay waste night away mine cannot look away got say,Positive
2018,All Girls Are The Same,Juice WRLD,True,2018,"Dance/Electronic, Pop, German Pop, UK R&B",Mmm rotting brain love hoes admit another ho got finished Broke heart oh no not Fuck sipping whole bottle Hard liquor hard truth cannot swallow Need bartender put sorrow Wake next day Monte Carlo new woman tell Colorado love women gone tomorrow kidding jealousy agony sit jealous boy really feel like John Lennon want real love guess minute Pissed way not fit not fit Tell secret love not get Feel like running race not winning Ran devil today grinning Hey girls insane Uh girls rotting brain love Think need change go insane love girls rotting brain love Think need change go insane love Ten minutes told would take ten minutes break heart oh no not Fuck living drown sorrow Fuck giving take not borrow still sinning still losing mind know tripping still wasting time time given dying living fuck feelings sorrow go ceiling Ah insane Demons brain love Peace cannot attain girls love insane Demons brain love Peace cannot attain girls love,Positive
2018,Meant To Be,Bebe Rexha & Florida Georgia Line,True,2017,"Country pop, Contemporary R&B, Pop",Baby lay back relax Kick pretty feet dash No need go nowhere fast Let us enjoy right knows road supposed lead got nothing time long right next Everything's going alright meant Baby let meant Baby let not ride ride See thing goes meant Baby meant not mean uptight heart's hurt couple times couple guys not treat right not going lie not going lie tired fake love show made Boy make believe Whoa hold girl not know beautiful easy see meant Baby let meant Baby let not ride ride See thing goes meant Baby meant come ride ride See thing goes come ride ride Baby meant Maybe Maybe not Maybe Maybe not meant Baby let using Bebe) meant come Baby let let us got not ride ride See thing goes meant Baby meant meant Baby meant meant Baby meant,Negative
2018,New Rules,Dua Lipa,True,2017,"Dance/Electronic, Pop, German Pop, UK R&B",One one one one one Talkin' sleep night making crazy (Out mind mind Wrote read hoping would save (Too many times many times love makes feel like nobody else nobody else love not love tell tell One: not pick phone know calling drunk alone Two: not let kick Three: not friend know going wake bed morning not getting got new rules count got new rules count got tell got new rules count got tell keep pushing forwards keeps pulling backwards (Nowhere turn no way (Nowhere turn no standing back finally see pattern (I never learn never learn love love not love tell tell One: not pick phone know calling drunk alone Two: not let kick Three: not friend know going wake bed morning not getting got new rules count got new rules count got tell got new rules count got tell Practice makes perfect still trona learn heart (I got new rules count Eat sleep breathe rehearse repeat (I got new got new I...) One: not pick phone know calling drunk alone Two: not let kick Three: not friend know going wake bed morning bed morning not getting got new rules count got new rules count (Whoa-ooh whoa got tell got new rules count (Baby know count got tell not let not let not not not not not friend not friend not not not not not let not let not not not not not friend not friend not not not getting,Negative
2018,Friends,Marshmello & Anne-Marie,True,2018,"Country pop, Country",Ooh ooh ooh ooh Ooh ooh ooh ooh say love say crazy nothing friends not lover like brother known since like ten yeah not mess talking shit going push away say love make crazy go not go look look eye really not going away without fight cannot reasoned done polite told one two three four five six thousand times not made obvious not made clear Want spell F-R-I-E-N-D-S not made obvious not made clear Want spell F-R-I-E-N-D-S F-R-I-E-N-D-S got no shame looking insane Turning door two morning rain pouring not not mess talking shit going push away got no shame looking insane go not go look look eye really not going away without fight cannot reasoned done polite told one two three four five six thousand times not made obvious (Have not made not made clear (Have not made clear Want spell F-R-I-E-N-D-S not made obvious not made clear (Have not I?) Want spell (To spell F-R-I-E-N-D-S F-R-I-E-N-D-S F-R-I-E-N-D-S fa spell friends F-R-I-E-N-D-S Get shit inside head No no yeah uh ah F-R-I-E-N-D-S friends not go look look eye really not going nowhere without fight cannot reasoned done polite told one two three four five six thousand times not made obvious (Have not made obviously not made clear (I made clear Want spell F-R-I-EN-D-S (I said F-R-I-E-N-D-S) not made obvious (I made obvious not made clear (I made clear Want spell F-R-I-E-N-D-S F-R-I-E-N-D-S Mmm ooh ooh ooh ooh Ah ahoy ah,Negative
2018,I Was Jack (You Were Diane),Jake Owen,True,2019,"Hip-Hop/Rap, UK Rap",yesterday years ago singing every word radio Kind like songs could save souls Somehow someway falling fast jumping Blue jean halo hanging wind Two america kids like Every time play blew us away turn sing along Every time hear song Like like close eyes make laugh memories take back six packs Chevy Cheyenne Way back Jack Diane Yeah music played Yeah never growing growing old Breakin' letting go Girl like rock roll gone hope like hell every blow across mind like summer wind holding 16 long Every time comes turn sing along Every time hear song Like like close eyes make laugh memories take back six packs Chevy Cheyenne Way back Jack Diane Oh yeah oh yeah oh yeah turn sing along Every time hear song still move ya baby hallelujah close eyes make laugh memories take back six packs Chevy Cheyenne Way back Jack Diane Yeah way back way back Jack Diane Yeah close eyes make laugh Jack Diane Yeah memories take back Take back take back,Positive
2018,Get Along,Kenny Chesney,True,2018,"Dance/Electronic, Pop, German Pop, UK R&B","Met man wearing shirt said ""Virginia lovers Bible left hand bottle said ""All really given sunshine name started laughing sky started rain Get along road got long long way go Scared live scared die not perfect try Get along Always give love upper hand Paint wall learn dance Call mom buy boat Drink beer sing song Make friend cannot get along Saw model billboard get know Wondered eyes really lonely leave hometown thinking would end L.A.? break desert get stuck beside highway Get along road got long long way go Scared live scared die not perfect try Get along Always give love upper hand Paint wall learn dance Call mom buy boat Drink beer sing song Make friend cannot get along find die keys heaven cannot bought still not know love sure know not Sometimes got get along road got long long way go Scared live scared die not perfect try Get along Always give love upper hand Paint wall learn dance Call mom buy boat Drink beer sing song Make friend cannot get along",Positive
2018,Delicate,Taylor Swift,True,2017,"Alternative/Indie, R&B/Soul, Dance/Electronic, Pop, Hip-Hop/Rap, Rock, Country",not best reputation's never worse must like cannot make promises babe make drink Dive bar East Side Phone lights nightstand black Come meet back Dark jeans Nikes look Oh damn never seen color blue think fun things could not best reputation's never worse must like (Yeah want cannot make promises babe make drink cool said chill head know delicate cool said soon yet know delicate not not not not not not not not delicate Third floor West Side Handsome mansion view girls back home touch like Long night hands hair Echoes footsteps stairs Stay honey not want share not best reputation's never worse must like (Yeah want cannot make promises babe make drink cool said chill head know delicate cool said soon yet know delicate not not not not not not not not delicate Sometimes wonder sleep ever dreaming Sometimes look eyes pretend mine damn time cool said chill head know delicate (Yeah want cool said soon yet know delicate cool said (Is not chill head (Is not not know delicate not delicate (Yeah want cool said (Is not soon yet (Is not not know delicate not delicate,Positive
2019,Love Someone,Brett Eldredge,True,2017,"Pop music, Contemporary R&B, Russian Indie, Dance/Electronic",Oh baby would look right way sun hitting hair way world stopped right midair not ever want move put cool breeze put weak knees put right supposed blueweed sea want sail away wake middle night holding tight Take hold oh Sure feels good love someone laugh way dance smile hold hand look understand Sure feels good love someone knock kiss kiss need baby sip sip Sit back let drink falling wake middle night holding tight Take hold oh Sure feels good love someone laugh way dance smile hold hand look understand Sure feels good love someone everywhere want go Everywhere want Everywhere ever Everything ever need sitting right next wake middle night holding tight Take hold oh Sure feels good love someone laugh way dance smile hold hand look understand Sure feels good love someone Sure feels good,Positive
2019,Speechless,Dan + Shay,True,2019,"Rock, Country music, Folk-pop",say five smell perfume floating stairs fixing hair like know mess second see not surprised happens every time nothing new always night like tonight thank God read mind look eyes speechless Starin' standing dress not secret watching speechless already know weakness time nervous Every time walk room speechless started said hello something daze Ever since day met take breath lungs Cannot even fight words mouth without even trying speechless Starin' standing dress not secret watching speechless already know weakness time nervous Every time walk room speechless Yeah baby always night like tonight thank God read mind look eyes speechless standing dress Girl not secret watching Ooh ooh speechless already know weakness time nervous Every time walk room speechless Oh know baby,Positive
2019,Easier,5 Seconds Of Summer,True,2019,"Pop, UK R&B, Christian",easier stay easier got not want know oh know never ever going change know not want way always got run away wind place like looking thing thing yeah Yeah really got Right friends around morning work Work love much hate Right hard blame damn beautiful damn beautiful easier stay easier got not want know oh know never ever going change know always going stay easier stay easier got not want know oh know never ever going change know not want way Every time say going leave get best know need like air breathe Air breathe yeah love much hate Right hard blame damn beautiful damn beautiful easier stay easier got not want know oh know never ever going change know always going stay easier stay easier got not want know oh (I not want know know never ever going change know not want way hardest part built fall (Is easier easier stay easier got not want know oh know never ever going change know always going stay easier easier stay easier got not want know oh know never ever going change know not want way love much hate Right hard blame damn beautiful,Positive
2019,Big Ole Freak,Megan Thee Stallion,True,2018,"Reggae fusion, Pop","Ay big one freak Big booty big one treat make wait pussy Hit til big one skeet Ay feet bed fuck head Suck look eyes next day might leave read Pop pop Daydreaming rock hit phone horse know mean come ride Shit way Ride dick like ""Yay"" hey Usually like fuck tonight gone make love Nobody know fuck low never show together text ready go Ay couple shots bar fixing play dick car got swerving breaking law windows tinted nobody saw not nobody freak like Give ya need like not nobody got tip tip toes rode tip like got addicted finding body drug need begging treatment throw fit leave like ""Baby let rub let rub ya get lily love lily love ya body addictive driving crazy Think got run ya not know without fucking doubt not understand head nothing body finding lately Going crazy crazy got need gone give baby Going crazy crazy Fiendin' lately got need give craving See big one freak love talk shit must pussy boy get offended Bitch Tina Snow love cold cannot take no night got mind control want fuck mirror like look face Come room giving commands captain lieutenant need neck like pendant Need spit make motherfucker glisten Tell ""Shut make motherfucker listen bet gone like not no tripping not nobody freak like hell nah Give ya need like hell nah not nobody got tip tip toes rode tip like got addicted finding body drug need begging treatment throw fit leave ""And baby let rub let rub ya get lily love lily love ya body addictive driving crazy think got run not know without fucking doubt not understand head nothing body tell finding lately Going crazy crazy got need gone give baby Going crazy crazy Feindin' lately got need give craving",Positive
2019,EARFQUAKE,"Tyler, The Creator",True,2019,"Hip hop music, Progressive rap, Dance/Electronic",real real time real real real time Bitch cannot fall short real real real time yeah yeah real real real time make earth quake Oh make earth quake Riding around love shaking making heart break make earth quake earth quake ooh Oh make earth quake Riding around love shaking making heart break not leave fault not leave fault not leave fault comes crashing need make earth quake Oh make earth quake Riding around tell something baby making heart break make earth quake Oh make earth quake earth quake yeah Riding around love shaking making heart break already know not got ball D.Rose huh not give fuck nun huh Beamin' like fuck lungs huh might call lawyer huh Plug gone set huh Bih not set fuck Tyler uh ride like car huh wicked huh uh Like Woah Vicky huh yeah like Woah Vicky) Oh God hold um diamonds not Tiffany huh yeah love love not leave fault not leave fault not leave fault comes crashing need make earth quake not want no confrontation no not want conversation (I not want no conversation need confirmation feel real real not want no complication no not want no sovereign nation (I not want no sovereign nation not even know real real said not leave fault said not leave fault two two not leave fault girl one two three not need,Positive
2019,Wish Wish,DJ Khaled Featuring Cardi B & 21 Savage,True,2019,"Rhythm and blues, R&B/Soul","Cardi Cardi bops Cardi Cardi sending shots Best music Cardi block Cardi Glock Cardi yeah Cardi yeah Another one Cardi yeah yeah yeah DJ Khaled say time almost tell bitches ""Wish wish hoes looking cold bitches fish sticks Put ribbon box pussy gifted not got no free time shit expensive See ring watch chain everything lit lit gold bitch feel like Slick Rick love hate not make no difference hard not kill hoe tempted counting money buying jewelry hoes riding dick make M's mind business hoes riding dick ""I see Cardi eat much "" got sick wonder still not pregnant riding dick betta go ahead weak shit certified real street bitch not song leak shit strapped like defense Whatever sis keep cute sis Leave beefing shit Ruth Chris end toothless official whole life bought burners not buy likes little old get money Got everybody tight bitches wack bitches garb diss disregard Bet dick bitches could not get hard say time almost tell bitches ""Wish wish hoes looking cold bitches fish sticks Put ribbon box pussy gifted not got no free time shit expensive See ring watch chain everything lit lit gold bitch feel like Slick Rick love hate not make no difference hard not kill hoe tempted Bought Richard Mille could bought house (No joke Feel like greatest rapper came South (Who want smoke keep trying fuck told top (On God) got ass shots told work mouth (Straight Everybody talking king talk night shooting shit not battle Cornball night not getting no money not give fuck talents Came bottom multimillionaire sleeping pallets Fuck rappers 4L Gang best like DJ Khaled (Straight bitch got crazy head like Kanye Tweet wedding Glocks call Jay Bey split rent chopper stay (On God) Leave drunk like shot liquor not no chasing (On God) threw white flag still want beef Catch album release play Cardi B (Shoot Make pistol blow ways call Hennessy know mama taught look ways fore crossing (Lil' bitch say time almost tell bitches ""Wish wish hoes looking cold bitches fish sticks Put ribbon box pussy gifted not got no free time shit expensive See ring watch chain everything lit lit gold bitch feel like Slick Rick love hate not make no difference hard not kill hoe tempted Best music (What wrist (I call chandelier Another one",Negative
2019,Bacc At It Again,"Yella Beezy, Gucci Mane & Quavo",True,2019,"Electro, Dubstep",Cook shit Quay! Oh gosh back (Back kitchen whipping wrapping (Whip Keep playing bitch stabbing ya friend hood think back trapping Oh gosh back (Back grizzly nights Big one forty back packing Keep quarter backpack Benz (Cash cash Quavo Uhh back back uh Count hundred throw racks uh Yeah wrist Titanic uh Ice hit glacier damage Uhh yeah night gone panic see panties like panoramic Yeah get back whipping get back trapping Young night back Uhh crowded might roof say let come (Pow pow Keep one thousand booth spent two thousand step shoes Gang gang think gone lose Back back motorcade move momma porch sitting stoop hopped took Moon Oh gosh back (Back kitchen whipping wrapping (Whip Keep playing bitch stabbing ya friend hood think back trapping Oh gosh back (Back grizzly nights Big one forty back packing Keep quarter backpack Benz (Cash cash diamonds like Fiji bitch Yella Beezy Iced-out freezer copped Luigi Oh take easy tripping leaving drank freezer shit not come easy trapping mean blood double G Cougar heater take la senorita send shots night Chopper knock night people not call lie baby sorry not need ya Last month got shot win features Body body nights demons tit tat leave busted bleeding Stop Atlanta booth Nina Back day used trap Beamer true hustler bitch schemer Skeet eyes lie bitch creamer Oh gosh back (Back kitchen whipping wrapping (Whip Keep playing bitch stabbing ya friend hood think back trapping Oh gosh back (Back grizzly nights Big one forty back packing Keep quarter backpack Benz (Cash cash Wrist froze cannot shake hands got give pound Way bank account quadrupled Think still slinging pounds Told casting vote trona get dope cross border Grew East Atlanta stand ground like Florida Fuck judge fuck bailiff Fuck local reporter Tell whole truth lawyer Guwop slicker oil Park Dawn rode Wraith trap Adler Look like Rolls Royce dealership Every time bring cars Fuck stars buy bar Neighborhood superstar Twenty-four K Bruno Mars drawers thinking large talking old money Chico DeBarge Lou say 20 futuristic moving part Oh gosh back (Back kitchen whipping wrapping (Whip Keep playing bitch stabbing ya friend hood think back trapping Oh gosh back (Back grizzly nights Big one forty back packing Keep quarter backpack Benz (Cash cash,Negative
2019,Cross Me,Ed Sheeran Featuring Chance The Rapper & PnB Rock,True,2019,"Pop, Hip-Hop/Rap",Anything need call not worry seed yup know cross cross Cross cross (Fred Anything need call not worry seed yup know cross cross Cross cross not messing no man something different really need understand nobody's coming close not ever want run around spent youth jumping know fucking love Like nobody ever could know stay tripping crazy Oh no sticking baby sure Together solo not matter oh no no hear lady know not one play oh no standing close know Anything need call not worry seed yup know cross cross Cross cross cross cross nobody's coming close yeah think know cross anything need call cross not worry seed yup come let go Oh think know not messing no man not gone stand across like got Kung Fu Death stare crossed arms running mouth like faucet not know girl CrossFit Pew! Kung Pow! Get ass cross kick Blowing air wear exhausted Know going slide anytime bitches talk shit Keep lily blade fucking lip gloss kit No one say hi without Better pay respect queen Better shit without flirt Got respect HBIC Couple things need know still want friends know cross cross Cross cross cross anything need call cross not worry seed yup Nobody's coming close yeah think know cross anything need call cross not worry seed yup come let go Oh think know ah ah stay tripping crazy oh no Quit messing baby sure Together solo not matter oh no no hear lady know not one play oh no standing close know cross anything need call cross not worry seed yup Nobody's coming close yeah think know huh huh huh cross anything need call cross not worry seed yup come let go Oh think know cross anything need call cross not worry seed yup know cross cross Cross cross oh yeah,Positive
2019,Pop Out,Polo G Featuring Lil Tjay,True,2019,"Electronic dance music, Contemporary R&B, Electro, Pop",JD Tha Track Iceberg want bag bitch pop party gang gone robbery tuck ya chain killer girl sorry cannot change not aiming body shots hits brain come poverty man not thing lot animosity not say name killers rock lily night not get banged job hop plane not like body left doctor new shape Blowing phone see new Heartbreaker ladies love like Cool J trona cling onto night late Booked flight Cali racks condoms suitcase every single dollar bands got blue face Diamonds Rollie HD like Blu-Ray way balling make cover 2K Show summer might pull new Wraith Dissin' gang get crew chased hawk shit better tighten yo shoe lace Lil pro get close let Glock 22 spray pop party gang gone robbery tuck ya chain killer girl sorry cannot change not aiming body shots hits brain come poverty man not thing lot animosity not say name killers rock lily night not get banged job hop plane Oh-ohh-ohh yeah call lily pro said ready shit (Said ready shit claim lame not never put pain (Put pain around killers go crazy gang (They go crazy game showed charges not look (You not look Made choices life wish never make (Wish never make Lost brother seen die seen graduate (I seen graduated Got .40 side rolling past jakes (I rolling past jakes Bro hands job not talking masturbate outta state bag make (Bag make risked life God not let pass away (Pass away Fuck tomorrow spin block know coming back today (Back today call Polo come doll get fast way pop party gang gone robbery tuck ya chain killer girl sorry cannot change not aiming body shots hits brain come poverty man not thing lot animosity not say name killers rock lily night not get banged job hop plane,Negative
2020,Done,Chris Janson,True,2019,"Hip hop music, Contemporary R&B, R&B/Soul",Done first time saw done first dance done one kiss knew nothing would not give house hill four plank around Every last breath til last star counted say word girl paint perfect not quit til good Lord says work done Like faded song radio done Like cowboy gets girl credits roll give lifetime days sun Whatever need want not stop til done Done hell raising done careless heartbreaking done chance taking spend nights praying days chasing house hill four plank around Every last breath til last star counted say word girl paint perfect not quit til good Lord says work done Like faded song radio done Like cowboy gets girl credits roll give lifetime days sun Whatever need want not stop til done know not stop til done need man lean done need faith hang dreams Check one one house hill four plank around Every last breath til last star counted say word girl paint perfect not quit til good Lord says work done Like faded song radio done Like cowboy gets girl credits roll give lifetime days sun Whatever need want not stop til done Baby not stop til done Oh know not done First time saw done,Positive
2020,Falling,Trevor Daniel,True,2020,"Hip hop music, Contemporary R&B, Alternative/Indie, Pop",last made feel like would never try saw felt something never felt Come closer give love treat right baby give everything last made feel like would never try saw felt something never felt Come closer give love treat right baby give everything Talk need hear need like need ya Fall want know feel feel love baby numb drowned pain pouring Speeding fast run never want get caught one calling Swore would never fall not think talking think might go no exceptions girl need ya Feeling like mind cannot get enough one give time got eyes ya Might make exception ya feeling ya Think might mind think one last made feel like would never try saw felt something never felt Come closer give love treat right baby give everything last made feel like would never try saw felt something never felt Come closer give love treat right baby give everything never give sick falling open give trust find way break Tear inside break,Positive
2020,Don't Rush,Young T & Bugsey Featuring Headie One,True,2020,"Afropop, UK Rap, Nigerian Hip Hop","not rush slow touch Brown white like got bunch Gyal run like gone buss Eye eye like lose trust White rum fizzy pop dey logo dey go Catch vibe let go Blammed twice man tough Aight yo put teller bite make catch Seen watch want give crotch Boy got Ps hopping pod Man real life sugar goal de half get popped Know want dark told ""Meet top Switching lanes day seen waiting bus Baby Moncler sweater Diesel denim Buy another pockets fat like Heather Neck froze like not know no better Benzo truck white seats leather Go broke never grind make clap like Busta Rhymes got juice sauce things blamed twice neither wore Big Benz drive brought ting girl want want ting not rush slow touch Brown white like got bunch Gyal run like gone buss Eye eye like lose trust White rum fizzy pop dey logo dey go Catch vibe let go Blammed twice man tough Flood ice make hoe blush Back tour bus getting caught DSquared got distressed got hand wash New racks old Nikes shoe box Keep straps no cuffs Pull new plate might not trona move bait eyes locked New tints coup head loss whites right wrongs Gucci mom twiddle thumbs Count sums going get long Love green trona get strong Tryna get Yes man not take no dumb threats see funds hop fence not next not rush slow touch Brown white like got bunch Gyal run like gone buss Eye eye like lose trust White rum fizzy pop dey logo dey go Catch vibe let go Blammed twice man tough introducing one Big truck no clutch Wrist froze not touch French Ciri drunk cannot drink drive chauffeur Bando push whip coca really hope time worker not floss See wok penthouse top Shawty said best friends bet fuck not cuss said sold drugs not nobody around comeback blow forgot jacket heated seats help warm Fast train Inverurie used go ironic sold show Scotland Used say want put Tottenham map one day change map Tottenham not rush slow touch Brown white like got bunch Gyal run like gone buss Eye eye like lose trust White rum fizzy pop dey logo dey go Catch vibe let go Blammed twice man tough",Positive
2020,Circles,Post Malone,True,2019,"Soft rock, Downtempo, Pop",could not turn around 'Til upside bad guy no not proud could not Even tried not believe every time Seasons change love went cold Feed flame cannot let go Run away running circles Run away run away dare something waiting not take blame Run away running circles Run away run away run away Let go got feeling time let go say knew doomed thought special special sex though sex though still hear echoes echoes got feeling time let go let go Seasons change love went cold Feed flame cannot let go Run away running circles Run away run away dare something waiting not take blame Run away running circles Run away run away run away Maybe not understand going got lose Make mind tell going Let go Seasons change love went cold Feed flame cannot let go Run away running circles Run away run away dare something waiting not take blame Run away running circles Run away run away run away,Positive
2020,Righteous,Juice WRLD,True,2020,"Alternative/Indie, Hip-Hop/Rap",Oh uh white Gucci suit feeling righteous yeah know truth hard digest yeah Five six pills right hand yeah Codeine runner nightstand Taking medicine fix damage anxiety size planet oh Holes skull time heart's ice ice freezing Beautiful eyes deceiving may die evening Coughing wheezing bleeding High anxious soul Blood moons eyes stay low Red black glow attack soul time know Never seen hell cold Yeah make know run right flames let us go white Gucci suit feeling righteous yeah know truth hard digest yeah Five six pills right hand yeah Codeine runner nightstand Taking medicine fix damage anxiety size planet oh Holes skull time heart's ice uh deep Cannot swim like drowning see demons ten feet Inhale exhale cannot breathe busy drinking codeine high speeds Crash pour four sip slow make time pass Take pill thrill relapse Devil head trona run gym laps not trona race not even know like white Gucci suit feeling righteous know truth hard digest Five six pills right hand Codeine runner nightstand Taking medicine fix damage anxiety size planet oh Holes skull time heart's ice see,Negative
2020,My Truck,BRELAND,True,2020,"Country Trap, Nigerian R&B, Afropop, Country",drink liquor call lady take money smoke blunt Scuff Jordans say hate call crazy not touch truck skirt skirt Skrrt yeah yeah Skrrt not touch truck burp yeah Skrrt Skrrt not touch V8 engine windows tinted Boy came bottom got mud Whole block jumping subs stay hitting roll know keep one tucked ooh yeah Woo Tell boys come get riding city Young rich pretty Homie not get twisted Keep semi hem Red cup full Henny hitters come panties real drink liquor call lady take money smoke blunt Scuff Jordans say hate call crazy not touch truck skirt skirt Skrrt yeah yeah Skrrt not touch truck burp yeah Skrrt Skrrt not touch Wood grain dash matte black finish match shanty big old butt Know boys soft got hard feelings try want go test luck Tell boys come get get riding city Young rich pretty Homie not get twisted Keep semi hem hemic Red cup full Henny yeah drinking hitters come panties real drink liquor call lady take money smoke blunt Scuff Jordans say hate call crazy not touch truck Skrrt Skrrt not touch truck Skrrt Skrrt not touch Woo ooh woo ooh woo ooh not touch truck woo ooh not touch truck,Positive
