Top100Year,SongTitle,Artist,LyricsStatus,ReleaseYear,Genre,Lyrics,Label
2020,Do It,Chloe X Halle,True,2020,"Hip hop music, Contemporary R&B, R&B/Soul","Oh Oh oh Oh Yeah beat face Moving fast Uber way Taking pictures make sure cannot see no lace wig secure like money safe look like way Let know mile away outside please not make wait party's starting pull gate Girl late crew not looking boo nights better homies kind mood tonight hundred One hundred No drama no baby mamas keeping cute Ooh ooh Yeah liking Know keep cool ooh ooh Yeah could ooh ooh ooh No complaints Left heels home sneaker game sneaker game say ""Where Tell ""Outer space outer space bag thing trona chase trona chase M.I.A. tell DJ ""Press play rewind keep repeat Tip-toe around hater light feet keep stunting enemies Good vibes crew not looking boo nights better homies kind mood tonight hundred One hundred No drama no baby mamas keeping cute Ooh ooh Yeah liking (That Know keep cool ooh ooh Yeah could ooh ooh ooh Ooh ooh Yeah liking (That Know keep cool ooh ooh Yeah could ooh ooh Yeah",Positive
2019,Happier,Marshmello & Bastille,True,2019,"Pop music, Children's Music",Lately thinking want happier want happier morning comes see become cold light day flame wind Not fire begun Every argument every word cannot take back happened think know way story ends minute want change mind not feel right want raise spirits want see smile Know means leave Know means leave Lately thinking want happier want happier evening falls left thoughts image someone else Well eating inside ran course pretended okay jump together least swim Far away wreck made minute want change mind not feel right want raise spirits want see smile Know means leave Know means leave Lately thinking want happier want happier go go go go go go go go go go Lately thinking want happier want happier Even though might not like think happier want happier minute minutes want change mind not feel right want raise spirits want raise spirits want see smile Know means leave Know means leave Lately thinking want happier want happier go go go go go,Positive
2021,What You Know Bout Love,Pop Smoke,True,2021,"Rhythm and blues, R&B/Soul, Afroswing, Hip-Hop/Rap","Uh Shawty go jogging every morning every morning make breakfast almost every morning every morning take naked pick leave door waking pics night yawning every weekend shanty coming Shawty could Fendi like Fashion Nova not driving no Camry pulling Rover hair curly love baby said ""What know love (I tell everything got need Walk store get want go get get please get take drawers (I said love baby know go raw love baby like see Look baby said not gone front got heart beating fast words cannot pronounce getting chills every time feel touch looking top girl us need trust girl told not make tell twice know see print pants know like ass looking fat tights going straight top hope not afraid heights always treat right fact never left trials tribulations always best 55 hunted go get breasts Start rubbing butt start kissing neck Hey batter batter hey batter batter Niggas know swing make play apply pressure hidden treasure think falling love said ""What know love (I tell everything got need Walk store get want go get get please get take drawers (I said love baby know go raw love baby like see",Positive
2019,Wake Up,Travis Scott,True,2021,"Dance/Electronic, Hip-Hop/Rap",not want wake want spread sheets Said pussy good pussy sweet not want wake want flowing streams Getting hot feet not want wake Please not wake feel creeping Controlling moving lucid dreaming Always side different seasons yeah yeah Took beltway hood Say crowd never looked Looking back things came back around Guess hooked Burn bread burn town cooked yeah Nah nah please not wake feel like dreaming given Sunday get Willie Beamen make Mondays even better like weekend Coco Ice-T (Coco yeah yeah Bend piping lit Bust cloud shoot lightning pop Pop no cannot sleep not want wake Want spread sheets lit Say pussy good pop Oh pussy sweet wake yeah yeah Want drop top beach straight Getting high yeah feet wake decide live die close alive feel sky want body close OD alone no heartbeat hope kill us ghost Lambo' doors going suicide not want wake (I not want wake want spread sheets want spread sheets pussy good pussy good yeah Girl pussy sweet pussy sweet not want wake (I not want wake want flowing streams want flowing streams Ha getting hot getting hot Oh feet feet not want wake,Positive
2017,Tunnel Vision,Kodak Black,True,2017,"Children's Music, Hip-Hop/Rap","Glee (Ayy lily Metro beat Lil' Kodak not like see winning want see penitentiary need lily baby gone listen Girl not want one digging mama told ""Boy make decision Right got keep tunnel vision need lily baby gone listen Girl not want one digging Lil' Kodak not like see winning want see penitentiary need lily baby gone listen Girl not want one digging mama told ""Boy make decision Right got keep tunnel vision sending homies mission not trona miss millions jumped Wraith Kodak bought Wraith get girl want girl want want save day not got cape want see everyday want money make cut make fornicate uh shit need toilet paper Follow player rules gone okay real need big gone cooperate Lil' Kodak not like see winning want see penitentiary need lily baby gone listen Girl not want one digging mama told ""Boy make decision Right got keep tunnel vision need lily baby gone listen Girl not want one digging Lil' Kodak not like see winning want see penitentiary need lily baby gone listen Girl not want one digging mama told ""Boy make decision Right got keep tunnel vision sending homies mission not trona miss millions told nights gone fucking night Everything good better want see night shot see system nights poison like snake venom Codeine liver rocking Balenciaga denim booted even sober not need piggy sending nights fucking journey told baby come fucking horny mama told ""Kill nights son keep going thug bone still baby boy Lil' Kodak boy hate see foreign miss 'Yota kicking doors Lil' Kodak not like see winning want see penitentiary need lily baby gone listen Girl not want one digging mama told ""Boy make decision Right got keep tunnel vision need lily baby gone listen Girl not want one digging Lil' Kodak not like see winning want see penitentiary need lily baby gone listen Girl not want one digging mama told ""Boy make decision Right got keep tunnel vision sending homies mission not trona miss millions",Negative
2021,Hats Off,"Lil Baby, Lil Durk & Travis Scott",True,2021,"Pop-punk, Pop rock, Alternative rock, Grunge",Change name kid baby goat Keep Drac' like started OVO get percent want Got house lake bought boat 'Bout switch play audible State-to-state private jet model hoes done ran dollars followers take week Cabo Life's gamble playing lotto betting know got 'Member driving Impalas not beef problems solve remember D2 revolver bought partan died argument hating way farther 'Member asking mom father not no talking fire trona get Niggas cuffing hoes crew done Get racks bank put right bag Say would not would Hop marching drums like play band come straight mud not no sand Twenty-hour flight popped Xan' got horny almost fucked fan think cannot end ShadeRoom Everything hit done paid know bring table tell real label TV not cable richer neighbors wear chain proud trophy crowd bodies not got mind not know not got loud keep trona mine cannot hold Forgiatos Kobe not say know owe not got search know Hats keeping real easy fall victim fake Durk Voice know say Hero come save day Hats keeping real easy fall victim fake Durk Voice know say Hero come save day Bitch D-boy T.Roy forever word V.Roy killers forever trenches Grammys cannot change nothing like bitches let offer cash never gone ask nothing never gone switch time ever switch Glock motherfucking button Rappers running back telling bitches hitting not telling nothing 4TF Family Four Pockets Full keep hundred shit solid done took losses done turned robbers killers bosses night way way back Way Uzi dropping cross family never recruiting Clique full killers choosing shoot Someone tell Kanye Kim stick script tell free Larry Hoover Voice Baby Hero Trav like Michael Jackson yeah minute crazy winning feel like rapping year Let night play ready bitch getting rich cosmetics Life done freed daddy Lights could not see baby 2010 gun Pelle 2011 fighting cell 2012 signed deal Cali 2021 big Khaled wear chain proud trophy crowd bodies not got mind not know not got loud keep trona mine cannot hold Forgiatos Kobe not say know owe not got search know Hats keeping real easy fall victim fake Durk Voice know say Hero come save day Hats keeping real easy fall victim fake Durk Voice know say Hero come save day drop label see crosses surrounding table never cross us flip ya alfresco Bro silent without potato took logic built payroll whips chocolate built like LEGOs let us got leave deceased way ever find peace case might need priest streets got keep belief Not wave got keep sea Look got keep fee Made hundred put gold lit Took steppers put roll straight gotta riding gliding sliding ready snatch soul eighteen still got deal Dre go road road back outside see lily pro got believers R.I.P. Big Tone know see us Sorry got fuck low cannot make Cheaters Dawg got bussing bleachers jumping like wall wall,Positive
2014,Habits (Stay High),Tove Lo,True,2014,"Pop music, Electropop, Latin Urbano, Alternative/Indie, MORE",eat dinner bathtub go sex clubs Watching freaky people getting not make nervous anything restless Yeah around seen get home got munchies Binge Twinkies Throw tub go sleep drank money Dazed kind lonely gone got stay high time keep mind Ooh-ooh High time keep mind Ooh-ooh Spend days locked haze Trying forget babe fall back Got stay high life forget missing Ooh-ooh Pick daddies playground spend daytime Loosen frown make feel alive make fast greasy numb way easy gone got stay high time keep mind Ooh-ooh High time keep mind Ooh-ooh Spend days locked haze Trying forget babe fall back Got stay high life forget missing Ooh-ooh Staying play pretend fun not got no end oh Cannot go home alone Need someone numb pain oh Staying play pretend fun not got no end ooh Cannot go home alone Need someone numb pain gone got stay high time keep mind Ooh-ooh High time keep mind Ooh-ooh Spend days locked haze Trying forget babe fall back Got stay high life forget missing Ooh-ooh Oh-oh,Negative
2016,Grammys,Drake Featuring Future,True,2016,"R&B/Soul, Hip-Hop/Rap",Yeah yeah Yeah yeah Jheeze yeah Right look look Tell really feel Tell really feel would ask deal not even got deal - deal Could not make greatest hits whole lot things still not not know no one could tell Heard never claimed hood Heard hood claimed cannot sit well Oh well ship sailed Still mine mine Cosign cosign pull yachts big try hit boat fines Hype Williams Big Pimpin' yeah like old times - old days Lotta sides side OVO gold mine going gold no time play play Boys better back Hall fame hall fame Like shirt like shirt Like shirt shorty Whole city going crazy Whole city going crazy Top five no debating Top five top five top five whole city rate back inside Matrix said would make Aim squad traitors Knew - basement not no - done really put days Hey excited know saying happened win Grammy? God damn acting like - trophy - - turn - gone think Grammy gone think Grammy Swervin' Panoramic hanging cannot stand gone think Grammy gone think Grammy gone think Grammy gone think Grammy showing cannot stand showing cannot stand swerving cannot stand cannot stand gone think Grammy gone think Grammy gone think Grammy gone think Grammy Going peel like bandit nodding Xanax Get pissed start airing Get head start not friendly stand not blend say meant not want talk not want features nan not want features nothing cannot even get guest list want go Met Gala want Percocet gallon Actavis Hi-Tech not matter sitting right outside know players side cashing - cosign wear chain like bootie wear ring like Keep pop guys Black tints low profile Celebratin' everyday really really fresh coke house Countin' every single day 'Bout bring whole another whip gone think Grammy gone think Grammy Swervin' Panoramic hanging cannot stand gone think Grammy gone think Grammy gone think Grammy gone think Grammy showing cannot stand showing cannot stand swerving cannot stand cannot stand gone think Grammy gone think Grammy gone think Grammy gone think Grammy,Positive
2014,"Where It's At (Yep, Yep)",Dustin Lynch,True,2014,"Dance Pop, Neo-Soul",not high rise looking good time shutting city lights not water floating like bomber soaking hot sunshine good gets no not 2 reaching Faded T-shirt hanging shoulder Dressed hair ball cap Yep Yep long get Sweet little something late night kiss plane train way back sticks swear Yep yep not shiny red new truck not right not dive bar tall PBR popping tops rocking night good gets no not 2 reaching Faded T-shirt hanging shoulder Dressed hair ball cap Yep Yep long get Sweet little something late night kiss plane train way back sticks swear Yep yep No not matter wherever No not get no better not shiny red new truck not right 2 reaching Faded T-shirt hanging shoulder Dressed hair ball cap Yep Yep long get Sweet little something late night kiss plane train way back sticks swear Yep yep Yeah Yep yep 2 reaching Faded shirt hanging shoulder (That,Positive
2021,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),True,2021,"Dance-pop, Pop rap, Bubblegum music, Pop, UK R&B",Said baby said baby said baby (What (Where Oh got plans (You got plans not say shut trap sipping wine sip sip robe drip drip look good look good alone house clean house clean pool warm pool warm shaved smooth like newborn dancing romancing east wing west wing mansion happening not playing no games Every word say coming straight heart trona lay arms leave door open (I leave door open leave door open girl (I leave door open hoping feel way feel want like want tonight baby (Tell coming Ooh sweet sweet tight tight not bite unless like unless like smoke smoke got haze (Purple Haze) hungry girl got fillets Ooh baby not keep much love could making talking kissing cuddling Rose petals bathtub Girl let us jump bubbling not playing no games Every word say coming straight heart trona lay arms leave door open (I leave door open leave door open girl (I leave door open hoping feel way feel want like want tonight baby (Tell coming come girl La-la-la (I need baby La-la-la (I got see baby La-la-la girl trona give Ah-ah-ah-ah ahead Hey-hey leave door open baby (I leave door open leave leave door open girl (I leave door open hoping hoping hoping feel way feel want like want tonight baby (Tell coming wood La-la-la tell (Tell coming Woo-woo-woo-woo Woo-woo-woo-woo La-la-la lablab (Tell coming Girl waiting Come adore (I got know La-la-la (I waiting waiting waiting (Tell coming Girl waiting Come adore La-la-la lablab,Positive
2015,Wild Child,Kenny Chesney With Grace Potter,True,2014,"R&B/Soul, Pop",Looks like royal thrift store dress Keeps heart hair mess goes wind suggests goes knows Got spirit cannot tamed Calico pony open plain know never no sure wild child Got rebel soul whole lot gypsy Wild style cannot tied alive would break heart god drives wild child never heard favorite band Unless Bonnaroo Burning Man penny lane Chevy Urban loves love loves wild child Got rebel soul whole lot gypsy Wild style cannot tied falling free alive would break heart god drives wild child runs chase sun wild child Got rebel soul whole lot gypsy Wild style cannot tied falling free alive would break heart god drives wild child kaleidoscope colors mind child touch crazy hides behind wild smile simple yet experimental Innocent still little wild child Wild child,Positive
2022,AA,Walker Hayes,True,2022,"Classical, Pop, Hip-Hop/Rap",Alright Coffee cup cold black Wish little shot Jack Besides cannot complain trona dang thing Might change oil truck not paying no bucks Kids need shoes mama needs Levi's trona keep daughters pole sons jail Tryna get church not go hell trona keep wife figuring married married way way Alabama love Nick Saban Tryna write song local country station's play Hey trona stay AA Ooh Well gave Skoal cigarettes hooked Nicorette Trying not like old man older get Tryna get paid little love made Hey end day another John Deere guy tractor Tryna steer daughters pole sons jail sons jail Tryna get church not go hell (I not want got trona keep wife babe figuring (I love married fine girl married way way Alabama love Nick Saban (Roll Tide) Tryna write song local country station's play (I trona write song Hey trona stay AA Ooh ooh ooh Come right Said trona stay AA everyday One step time Life's hard family's weird Sometimes need beer get amen Man trona keep daughters pole sons jail sons jail Tryna get church not go hell (I not want got trona keep wife babe figuring (I love married fine girl married way way Alabama love Nick Saban (Roll Tide) Tryna write song local country station's play (I trona write song Hey trona stay AA Oh hey hey hey trona stay AA Yes,Positive
2022,Down Hill,Drake,True,2022,"Dance/Electronic, Hip-Hop/Rap",Baby think might late far gone Chemistry's frozen feel disconnected exposed cannot remember last feel familiar Tell ready tell ready walk away Overnight Overnight done Overnight Overnight Overnight done Overnight tried tried tried tried tried tried tried tried tried Tri-tri-tried used wonder could swear life Constant confusion nearing conclusion going downhill spent last summer spent last summer differently cannot pretend cannot pretend final Overnight Overnight done Overnight Overnight Overnight done Overnight tried tried tried tried tried tried tried tried tried Tri-tri-tried not connect anymore far far far gone not connect anymore far far far gone not connect anymore far far far gone spent last summer spent last summer differently Tell ready tell ready walk away going going downhill Oh going downhill going going downhill Oh going downhill going going downhill Oh going downhill going going downhill Oh going downhill,Positive
2018,Changes,XXXTENTACION,True,2018,"Rhythm and blues, Hip-Hop/Rap",Mmm baby not understand changing cannot stand heart cannot take damage way feel cannot stand Mmm baby not understand changing cannot stand heart cannot take damage way feel cannot stand Mmm baby not understand Girl making hard Girl making hard Girl making hard uh Girl making hard Girl making hard Girl making hard Mmm baby not understand changing cannot stand heart cannot take damage way feel cannot stand Mmm baby not understand changing cannot stand heart cannot take damage way feel cannot stand Mmm baby not understand changing cannot stand heart cannot take damage way feel cannot stand Mmm baby not understand,Negative
2019,Talk You Out Of It,Florida Georgia Line,True,2018,"Dance/Electronic, Pop",Girl know long day not feeling downtown lights got bottle favorite place waiting us bucket ice Damn not think would easy getting ready sitting watching TV come looking like grown man's dream Damn cannot believe cannot believe talked slipping hall baby turn playlet play shower Talked taking time making mind Switchin' back forth hour looking like line Vandross song looking fine little dress got not get wrong girl love want talk Yeah cool would Watchin' people wonder Oh say start kiss pretend got back bar talked slipping hall baby turn playlet play shower Talked taking time making mind Switchin' back forth hour looking like line Vandross song looking fine little dress got not get wrong girl love want talk Yeah little cold outside Music's probably way loud hear laugh look eyes Looks like not leaving Girl glad glad talked slipping hall baby turn playlet play shower Talked taking time making mind Switchin' back forth hour looking like line Vandross song looking fine little dress got not get wrong girl love want talk,Positive
2018,Everybody Dies In Their Nightmares,XXXTENTACION,True,2017,"Dance/Electronic, Pop, German Pop, UK R&B",not go not go sleep not go stay Tired feeling like trapped damn mind Tired feeling like wrapped damn lie Tired feeling like life damn game Nigga really want die night time time feel pain feeling love tatted face damn numb time mind alone really never alone night time Change hoes like clothes cannot get attached hoes fire starters like lit matches feeling really lost ducking attachments not really go outside hate traffic not want go outside get caught traffic Tired feeling like trapped damn mind Tired feeling like wrapped damn lie Tired feeling like life damn game Nigga really want die night time Tired feeling like trapped damn mind Tired feeling like wrapped damn lie Tired feeling like life damn game Nigga really want die night time Tired feeling like trapped damn mind Tired feeling like wrapped damn lie Tired feeling like life damn game Nigga really want die night time Nigga really want die night time Nigga really want die night time Nigga really want die night time uh Nigga really want die night time uh Nigga really want die night time not go sleep not go stay not go sleep not go stay not go not go sleep not go stay,Negative
2019,Sucker,Jonas Brothers,True,,,go together Better birds feather change weather yeah feeling heat December around dancing top cars stumbling bars follow dark cannot get enough medicine pain tattoo inside brain baby know obvious sucker Say word go anywhere blindly sucker yeah road take know find sucker subliminal things No one knows making typical break typical rules true sucker not complicate know know everything cannot remember nights not remember around oh yeah yeah dancing top cars stumbling bars follow dark cannot get enough medicine pain tattoo inside brain baby know obvious sucker Say word go anywhere blindly sucker yeah road take know find sucker subliminal things No one knows making typical break typical rules true sucker yeah dancing top cars stumbling bars follow dark cannot get enough medicine pain tattoo inside brain baby know obvious sucker Say word go anywhere blindly sucker yeah road take know find sucker subliminal things No one knows making typical break typical rules true sucker sucker,Negative
2023,Something In The Orange,Zach Bryan,True,2022,"Electropop, Country",fine dusk light telling baby things eat bones drive young mind crazy place head collar jaw not know much no weight damned damned not say miss know not miss mornings see sun Something orange tells not done man hell supposed got poisoned Something orange tells never coming home need hear say waiting night orange dancing eyes bulb light voice trembles try speak Take back us dancing wood used creak man hell supposed got poisoned Something orange tells never coming home man hell supposed got poisoned Something orange tells never coming home leave today stare way orange touches things around grass trees dew hate Please turn headlights around Please turn headlights around,Negative
2022,Ghost,Justin Bieber,True,2021,"Funk, Electropop, Disco, Reggae, Dance Pop, East Coast Hip-Hop, Classic Rock, Punk, Singer-Songwriter",Youngblood thinks always tomorrow miss touch nights hollow know crossed bridge cannot follow Since love left get want know cannot close settle ghost miss life life cannot next memory ecstasy miss life miss life Youngblood thinks always tomorrow need time time cannot borrowed would leave behind could follow Since love left get want know cannot close settle ghost miss life cannot next memory ecstasy miss life miss life Whoa Na wanna life cannot get close settle ghost miss life cannot next memory ecstasy miss life miss life,Positive
2023,Favorite Song,Toosii,True,2023,"Reggaeton, Cumbia, Indie pop","nobody's Going make change probably not like anyway darling might well Hmm-mmm somebody make face guarding Open gates heart Yeah stage right singing favorite song Look crowd nowhere found sing along say ""You look good without no makeup no lashes Even better wake oh oh oh see look face see hiding hate see looking someone scoop right feet want ride Wraith want go dates want somebody come bring flowers Someone talk hours Wash back sit shower Someone tell ""You beautiful Someone tell mean Someone tell ""I love "" every day not got want someone bring peace Someone help sleep Someone pick feeling feeling lonely Somebody make better Somebody open gates Open gates heart let stage right singing favorite song Look crowd nowhere found sing along say ""You look good without no makeup no lashes Even better wake oh oh oh see look face see looking peace see tired hurt tired pain Tired nights cannot get no sleep see tired thinking cheat See tired thinking leaving See tired tired damn sure not getting Need somebody make better Somebody open gates Open gates heart let stage right singing favorite song Look crowd nowhere found sing along say ""You look good without no makeup no lashes Even better wake oh oh oh see looking peace Tired nights cannot get no sleep see tired thinking leaving damn sure not getting even Somebody make face guarding Open gates heart",Positive
2019,Easier,5 Seconds Of Summer,True,2019,"Pop, UK R&B, Christian",easier stay easier got not want know oh know never ever going change know not want way always got run away wind place like looking thing thing yeah Yeah really got Right friends around morning work Work love much hate Right hard blame damn beautiful damn beautiful easier stay easier got not want know oh know never ever going change know always going stay easier stay easier got not want know oh know never ever going change know not want way Every time say going leave get best know need like air breathe Air breathe yeah love much hate Right hard blame damn beautiful damn beautiful easier stay easier got not want know oh know never ever going change know always going stay easier stay easier got not want know oh (I not want know know never ever going change know not want way hardest part built fall (Is easier easier stay easier got not want know oh know never ever going change know always going stay easier easier stay easier got not want know oh know never ever going change know not want way love much hate Right hard blame damn beautiful,Positive
2017,Magnolia,Playboi Carti,True,2017,"Pop music, Dance music, Contemporary R&B, Dancehall, Pop","Yo Pi'erre want come New York Milly Rock Hide sock Running pop shoot pop uh uh block Uh uh What?) block New York Milly Rock Hide sock Hide sock Selling rock Woah What? Uh What?) New York Milly Rock Hide sock Used sell rock Runnin' cops Shootin' pops Yo Pi'erre want come Shooting pops run block Uh Give top uh hoes gone flock flock flock drop yeah drop drop hoes gone flock flock flock drop yeah drop drop hoes gone flock flock flock drop uh drop drop Woo woo woo woo Woo woo woo woo hoes want cash hoes want bags uh Fucking bitch uh dad uh nights sound like cats sound like cats soldier ooh Damn thought told ooh Shootin' like soldier ooh Like Magnolia ooh nights What?) always fold What?) Big bank What?) never fold sipping Act' fill shit slowly Bitches Bih) say like clothing London Yung Carti global Designer call dirty laundry bitches want Yung Carti Yung Carti Ayy Yung Carti Yung Carti (Hop bit hop bit's Yung Carti Yung Carti What? Hold yeah bitches loose hold bitches loose hold bitches rich hold stay rocking Rick hold Uh What? Hold What? Uh Rich rich Cash Carti bitch Rich bitch hold Got rich clique hold sucking lit hold sucking dick Give hoe tip Told ""Buy kicks Ooh brush teeth Hop whip Glocky whip Glocky whip cocky fucking shitty want plot bitch cannot stop stop riding Masi Masi) not even Masi Hope not shitty bitch look like auntie Walked Ashanti Damn look like 'Shanti Damn look like Carti think Yung Carti Heard spent hundred fucking watch piece filthy phew Woah woad New York Milly Rock Hide sock What?) Running pop What?) shoot pop What?) uh uh block uh uh block New York Milly Rock Hide sock Hide sock Selling rock What? What? What? Uh New York Milly Rock Hide sock Use sell rock uh Runnin' cops uh Shootin' pops know saying Yo Pi'erre want come Bitch ass night fuck night man",Negative
2014,No Mediocre,T.I. Featuring Iggy Azalea,True,2014,"R&B/Soul, UK R&B",fuck bad bitches not want no mediocre not want no mediocre not want no mediocre no Bad bitches not no mediocre not want no mediocre not hit no mediocre bad bitch Stuntin mediocre Stuntin mediocre Stuntin mediocre 7 bitches not none mediocre head toes far mediocre Right hand air solemnly swear never fuck bitch not hair No not get no dick bush Girl see nothing pussy look come fuck night better call ask tell better yeah kicked back four pieces like kit kat fucking not dime forget Pretty face fat ass not one well think pass handed keys new drop Jag took took back asked Benz mediocre bitch fuck bad bitches not want no mediocre not want no mediocre not want no mediocre no Bad bitches not no mediocre not want no mediocre not hit no mediocre bad bitch Stuntin mediocre Stuntin mediocre Stuntin mediocre 7 bitches not none mediocre head toes far mediocre Heard want lay Iggy Iggy Gave twice want 3 Mike Bibby diva need bad boy Rest peace Whitney pardon not think none bitches fucking Want billboard bitch stop running place Heels saying give 6 inches space Courtside designer frames cover face everybody game want get taste still Grand Hustle first lady fuck pay Bet not go 12 rounds million dollar baby change life quick stop playing not talking money saying fuck bad bitches not want no mediocre not want no mediocre not want no mediocre no Bad bitches not no mediocre not want no mediocre not hit no mediocre bad bitch Stuntin mediocre Stuntin mediocre Stuntin mediocre 7 bitches not none mediocre head toes far mediocre Brazil bitch Catch mansion hills bitch Get de tennis shoes Throw heels bitch type night split mil bitch Hold bad though trying find someone better last go Take castle Drown cash flow Say dick little fit asshole Told write shit No cab go Said got dick want tutor give brain getting head scooter sex beach Bermuda Cuba done fucked lot dimes looking cute bitch shit say got sit not around Give damn Super thick pretty face Ménage veins 20 time Want get ya rent paid fuck bad bitches not want no mediocre not want no mediocre not want no mediocre no Bad bitches not no mediocre not want no mediocre not hit no mediocre bad bitch Stuntin mediocre Stuntin mediocre Stuntin mediocre 7 bitches not none mediocre head toes far mediocre,Negative
2020,One Night Standards,Ashley McBryde,True,2020,"Hip hop music, Contemporary R&B, R&B/Soul",not going stay weekend not going jump deep end not going ask ring Thing got secrets not want hear last break not want worry space take not even care wake room key not got lie Cannot use like using goes bar closes no king bed covered roses room without view not want number not going answer Let us stick one night standards Well not Cinderella Call want shoe fits not going say never truth Lonely makes heart ruthless not nobody going hurt nobody not nothing wrong needing somebody leave lobby room key not got lie Cannot use like using goes bar closes no king bed covered roses room without view No not want number not going answer Let us stick one night standards goes bar closes no king bed covered roses room without view No not give damn morning Bottles floor not even matter not want number not going answer Let us stick one night standards one night standards one night standards,Positive
2018,Boss,The Carters,True,2018,"Electronic dance music, Dance/Electronic","Mm not nothing real one not nothing boss not nothing nothing real one not nothing nothing boss paid cost agon take (Take record ball ball ignored lot calls click clicks not talking nothing not got no time Got diner mind Ooh got real problems like Tell bitch ""I not like (I not fuck not nothing real one not nothing nothing boss not nothing nothing real one not nothing nothing boss Ooh real one uh boss Oh oh oh oh Hundred million crib three million watch facts No cap false night not boss got boss Niggas getting jerked shit hurts take personally Niggas rather work man work pretend level shit irking Pride always goth fall almost certainly disturbing gross gross Survey says not even close not even close Everybody's bosses til time pay office 'Til invoices separate men boys measure success many people successful next say broke everybody gets broke except Boss! not nothing real one real one not nothing nothing boss boss boss boss not nothing nothing real one real one not nothing nothing boss Ooh real one boss Oh oh oh oh oh yeah not nothing boss bought momma whip already rich lot brown Forbes list Frolickin' around compound fortress boss boss boss boss riding around seat reclining Droppin' daughter school every morning slamming car doors true balling bum whores not talking nothing not got no time boss Chill tell paps got relax tried Toes sand momma getting fat not nothing nothing real one real one not nothing nothing boss not nothing nothing real one real one not nothing nothing boss Ooh real one boss Oh oh oh oh oh yeah Ooh ooh boss Shout Rumi Sir love Blue",Negative
2020,One Big Country Song,LOCASH,True,2019,"Afropop, UK Rap, Nigerian Hip Hop","Yeah life like jukebox push play Not everybody's first verse sounds get born get raised Whether boondocks Marina Del Rey Everybody turns wild sixteen Slow roll big timing main street Everybody's got holes blue jeans bought way not Turn sing along work til daylight's gone knock edge around five Fall love kiss Friday night broken heart closed good bars Take look around tell wrong not whole wide world one big country song one big country song Yeah well gone try find water hot (When hot Whether pontoon tube yacht not got dog love like brother (I not ever tasted better cooking mother (Not not got story tell not made hell not love somebody not miss somebody sing somebody Turn sing along work til daylight's gone knock edge around five Fall love kiss Friday night broken heart closed good bars Take look around tell wrong not whole wide world one big country song Yeah one big country song Not everybody knows words ""Mama Tried"" city boy country boy yeah trona survive raise high Turn sing along work til daylight's gone knock edge around five Fall love kiss Friday night broken heart closed good bars Take look around tell wrong not whole wide world one big country song one big country song Yeah live one big country song Yeah one big country song",Positive
2022,Woman,Doja Cat,True,2021,"Pop, Singer-Songwriter","Hey woman Let woman Woman woman woman woman Woman woman woman Let woman Woman woman woman woman Woman woman woman need give tenfold come papa plant seed grow womb family Provide loving overlooked unappreciated see reciprocate got delicious taste need woman's touch place protect keep safe Baby worship hips waist feminine grace touch soul hear say ""Boy let woman Let woman Woman woman woman (I know woman Woman woman woman (I know Let woman Woman woman woman (I know woman Woman woman woman lady woman motherfucker got problem Put babies life take away drama Put paper picture like diorama Got face lot people opposite world told ""We not got common sense Got prove top shit never know God without Goddess honest fucking honest get could everything mean could leader head states could smile jiggle til pockets empty could CEO look Robyn Fenty team girl not ever think not hell nights dream girl want pit us succeeding no reasons want see us end like Regina Mean Girls Princess queen tomboy king heard lot never seen Mother Earth Mother Mary rise top Divine feminine feminine Woman Let woman let Woman woman woman (I need woman (I know Woman woman woman Let woman (I know Woman woman woman woman (I know Woman woman woman (Hey woman (Hey woman",Positive
2018,Better Now,Post Malone,True,2018,"R&B/Soul, Hip-Hop/Rap",probably think better better say not around not around know never meant let let Would gave anything would gave everything know say better better say not around not around know never meant let let Would gave anything would gave everything not believe would end no end not Everythin' came second Benzo not even speaking friends no knew uncles aunts though haunts thought Twenty candles blow open eyes looking forward rest lives rest lives Used keep picture posted bedside bedside dresser socks not like rolling rolling rolling rolling brothers like Jonas Jonas Drinkin' Henny trona forget cannot get shit head probably think better better say not around not around know never meant let let Would gave anything would gave everything know say better better say not around not around know never meant let let Would gave anything would gave everything seen dude dude seemed like pretty cool broken Life goes wonder going take going take Another foreign bigger chain bigger chain no matter life changed keep looking back better days probably think better better say not around not around know never meant let let Would gave anything would gave everything know say better better say not around not around know never meant let let Would gave anything would gave everything promise swear okay love life love life probably think better better say not around not around know never meant let let Would gave anything would gave everything know say better better say not around not around know never meant let let Would gave anything would gave everything,Positive
